,words,predictions
11014,/,O
11015,vinegar,O
11016,dressing,O
11017,",",O
11018,poultry,O
11019,",",O
11020,pasta,B-http://purl.bioontology.org/ontology/SNOMEDCT/226740002
11021,",",O
11022,rice,B-http://purl.bioontology.org/ontology/SNOMEDCT/67324005
11023,",",O
11024,and,O
11025,cereals,O
11026,.,O
11027,Obesity,O
11028,is,O
11029,a,O
11030,major,O
11031,epidemic,O
11032,for,O
11033,developed,O
11034,countries,O
11035,in,O
11036,the,O
11037,21st,O
11038,century,O
11039,.,O
11040,The,O
11041,main,O
11042,cause,O
11043,of,O
11044,obesity,O
11045,is,O
11046,energy,O
11047,imbalance,O
11048,",",O
11049,of,O
11050,which,O
11051,contributing,O
11052,factors,O
11053,include,O
11054,a,O
11055,sedentary,O
11056,lifestyle,O
11057,",",O
11058,epigenetic,O
11059,factors,O
11060,and,O
11061,excessive,O
11062,caloric,O
11063,intake,O
11064,through,O
11065,food,O
11066,and,O
11067,beverages,O
11068,.,O
11069,A,O
11070,high,O
11071,consumption,O
11072,of,O
11073,caloric,O
11074,beverages,O
11075,",",O
11076,such,O
11077,as,O
11078,alcoholic,B-http://purl.bioontology.org/ontology/SNOMEDCT/226465004
11079,or,I-http://purl.bioontology.org/ontology/SNOMEDCT/226465004
11080,sweetened,I-http://purl.bioontology.org/ontology/SNOMEDCT/226465004
11081,drinks,I-http://purl.bioontology.org/ontology/SNOMEDCT/226465004
11082,",",O
11083,may,O
11084,particularly,O
11085,contribute,O
11086,to,O
11087,weight,O
11088,gain,O
11089,",",O
11090,and,O
11091,lower,O
11092,satiety,O
11093,has,O
11094,been,O
11095,associated,O
11096,with,O
11097,the,O
11098,intake,O
11099,of,O
11100,liquid,O
11101,instead,O
11102,of,O
11103,solid,O
11104,calories,O
11105,.,O
11106,Our,O
11107,objective,O
11108,was,O
11109,to,O
11110,evaluate,O
11111,the,O
11112,association,O
11113,between,O
11114,the,O
11115,substitution,O
11116,of,O
11117,a,O
11118,serving,O
11119,per,O
11120,day,O
11121,of,O
11122,water,O
11123,for,O
11124,another,O
11125,beverage,O
11126,(,O
11127,or,O
11128,group,O
11129,of,O
11130,them,O
11131,),O
11132,and,O
11133,the,O
11134,incidence,O
11135,of,O
11136,obesity,O
11137,and,O
11138,weight,O
11139,change,O
11140,in,O
11141,a,O
11142,Mediterranean,O
11143,cohort,O
11144,",",O
11145,using,O
11146,mathematical,O
11147,models,O
11148,.,O
11149,We,O
11150,followed,O
11151,"15,765",O
11152,adults,O
11153,without,O
11154,obesity,O
11155,at,O
11156,baseline,O
11157,.,O
11158,The,O
11159,intake,O
11160,of,O
11161,17,O
11162,beverage,O
11163,items,O
11164,was,O
11165,assessed,O
11166,at,O
11167,baseline,O
11168,through,O
11169,a,O
11170,validated,O
11171,food,O
11172,-,O
11173,frequency,O
11174,questionnaire,O
11175,.,O
11176,The,O
11177,outcomes,O
11178,were,O
11179,average,O
11180,change,O
11181,in,O
11182,body,O
11183,weight,O
11184,in,O
11185,a,O
11186,four,O
11187,-,O
11188,year,O
11189,period,O
11190,and,O
11191,new,O
11192,-,O
11193,onset,O
11194,obesity,O
11195,and,O
11196,their,O
11197,association,O
11198,with,O
11199,the,O
11200,substitution,O
11201,of,O
11202,one,O
11203,serving,O
11204,per,O
11205,day,O
11206,of,O
11207,water,O
11208,for,O
11209,one,O
11210,of,O
11211,the,O
11212,other,O
11213,beverages,O
11214,.,O
11215,During,O
11216,the,O
11217,follow,O
11218,-,O
11219,up,O
11220,",",O
11221,873,O
11222,incident,O
11223,cases,O
11224,of,O
11225,obesity,O
11226,were,O
11227,identified,O
11228,.,O
11229,In,O
11230,substitution,O
11231,models,O
11232,",",O
11233,the,O
11234,consumption,O
11235,of,O
11236,water,O
11237,instead,O
11238,of,O
11239,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
11240,or,O
11241,sugar,O
11242,-,O
11243,sweetened,O
11244,soda,O
11245,beverages,O
11246,was,O
11247,associated,O
11248,with,O
11249,a,O
11250,lower,O
11251,obesity,O
11252,incidence,O
11253,(,O
11254,the,O
11255,Odds,O
11256,Ratio,O
11257,(,O
11258,OR,O
11259,),O
11260,0.80,O
11261,(,O
11262,95,O
11263,%,O
11264,confidence,O
11265,interval,O
11266,(,O
11267,CI,O
11268,),O
11269,0.68,O
11270,to,O
11271,0.94,O
11272,),O
11273,and,O
11274,OR,O
11275,0.85,O
11276,(,O
11277,95,O
11278,%,O
11279,CI,O
11280,0.75,O
11281,to,O
11282,0.97,O
11283,),O
11284,;,O
11285,respectively,O
11286,),O
11287,and,O
11288,",",O
11289,in,O
11290,the,O
11291,case,O
11292,of,O
11293,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
11294,",",O
11295,it,O
11296,was,O
11297,also,O
11298,associated,O
11299,with,O
11300,a,O
11301,higher,O
11302,average,O
11303,weight,O
11304,loss,O
11305,(,O
11306,weight,O
11307,change,O
11308,difference,O
11309,=,O
11310,-328,O
11311,g,O
11312,;,O
11313,(,O
11314,95,O
11315,%,O
11316,CI,O
11317,-566,O
11318,to,O
11319,-89,O
11320,),O
11321,),O
11322,.,O
11323,Thus,O
11324,",",O
11325,this,O
11326,study,O
11327,found,O
11328,that,O
11329,replacing,O
11330,one,O
11331,sugar,O
11332,-,O
11333,sweetened,O
11334,soda,O
11335,beverage,O
11336,or,O
11337,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
11338,with,O
11339,one,O
11340,serving,O
11341,of,O
11342,water,O
11343,per,O
11344,day,O
11345,at,O
11346,baseline,O
11347,was,O
11348,related,O
11349,to,O
11350,a,O
11351,lower,O
11352,incidence,O
11353,of,O
11354,obesity,O
11355,and,O
11356,to,O
11357,a,O
11358,higher,O
11359,weight,O
11360,loss,O
11361,over,O
11362,a,O
11363,four,O
11364,-,O
11365,year,O
11366,period,O
11367,time,O
11368,in,O
11369,the,O
11370,case,O
11371,of,O
11372,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
11373,",",O
11374,based,O
11375,on,O
11376,mathematical,O
11377,models,O
11378,.,O
11379,The,O
11380,Mediterranean,O
11381,dietary,O
11382,pattern,O
11383,has,O
11384,been,O
11385,linked,O
11386,with,O
11387,reduced,O
11388,cardiovascular,O
11389,disease,O
11390,incidence,O
11391,and,O
11392,mortality,O
11393,.,O
11394,Components,O
11395,of,O
11396,the,O
11397,Mediterranean,O
11398,diet,O
11399,associated,O
11400,with,O
11401,better,O
11402,cardiovascular,O
11403,health,O
11404,include,O
11405,low,O
11406,consumption,O
11407,of,O
11408,meat,B-http://purl.bioontology.org/ontology/SNOMEDCT/28647000
11409,and,O
11410,meat,B-http://purl.bioontology.org/ontology/SNOMEDCT/227003005;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
11411,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/227003005;http://purl.bioontology.org/ontology/SNOMEDCT/28647000
11412,",",O
11413,moderate,O
11414,consumption,O
11415,of,O
11416,ethanol,O
11417,(,O
11418,mostly,O
11419,from,O
11420,wine,B-http://purl.bioontology.org/ontology/SNOMEDCT/35748005
11421,),O
11422,",",O
11423,and,O
11424,high,O
11425,consumption,O
11426,of,O
11427,vegetables,O
11428,",",O
11429,fruits,O
11430,",",O
11431,nuts,O
11432,",",O
11433,legumes,O
11434,",",O
11435,fish,B-http://purl.bioontology.org/ontology/SNOMEDCT/735971005
11436,",",O
11437,and,O
11438,olive,B-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
11439,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
11440,.,O
11441,Increasing,O
11442,evidence,O
11443,indicates,O
11444,that,O
11445,the,O
11446,synergy,O
11447,among,O
11448,these,O
11449,components,O
11450,results,O
11451,in,O
11452,beneficial,O
11453,changes,O
11454,in,O
11455,intermediate,O
11456,pathways,O
11457,of,O
11458,cardiometabolic,O
11459,risk,O
11460,",",O
11461,such,O
11462,as,O
11463,lipids,O
11464,",",O
11465,insulin,O
11466,sensitivity,O
11467,",",O
11468,oxidative,O
11469,stress,O
11470,",",O
11471,inflammation,O
11472,",",O
11473,and,O
11474,vasoreactivity,O
11475,.,O
11476,As,O
11477,a,O
11478,result,O
11479,",",O
11480,consumption,O
11481,of,O
11482,a,O
11483,Mediterranean,O
11484,dietary,O
11485,pattern,O
11486,favorably,O
11487,affects,O
11488,numerous,O
11489,cardiovascular,O
11490,disease,O
11491,risk,O
11492,factors,O
11493,",",O
11494,such,O
11495,as,O
11496,dyslipidemia,O
11497,",",O
11498,hypertension,O
11499,",",O
11500,metabolic,O
11501,syndrome,O
11502,",",O
11503,and,O
11504,diabetes,O
11505,.,O
11506,Moreover,O
11507,",",O
11508,strong,O
11509,evidence,O
11510,links,O
11511,this,O
11512,dietary,O
11513,pattern,O
11514,with,O
11515,reduced,O
11516,cardiovascular,O
11517,disease,O
11518,incidence,O
11519,",",O
11520,reoccurrence,O
11521,",",O
11522,and,O
11523,mortality,O
11524,.,O
11525,This,O
11526,review,O
11527,evaluates,O
11528,the,O
11529,current,O
11530,evidence,O
11531,behind,O
11532,the,O
11533,cardioprotective,O
11534,effects,O
11535,of,O
11536,a,O
11537,Mediterranean,O
11538,dietary,O
11539,pattern,O
11540,.,O
11541,Immunological,O
11542,and,O
11543,respiratory,O
11544,findings,O
11545,were,O
11546,studied,O
11547,in,O
11548,a,O
11549,group,O
11550,of,O
11551,45,O
11552,female,O
11553,spice,O
11554,-,O
11555,factory,O
11556,workers,O
11557,(,O
11558,mean,O
11559,age,O
11560,:,O
11561,39,O
11562,years,O
11563,;,O
11564,mean,O
11565,exposure,O
11566,:,O
11567,17,O
11568,years,O
11569,),O
11570,.,O
11571,In,O
11572,addition,O
11573,a,O
11574,group,O
11575,of,O
11576,45,O
11577,female,O
11578,control,O
11579,workers,O
11580,matched,O
11581,by,O
11582,sex,O
11583,",",O
11584,age,O
11585,",",O
11586,and,O
11587,smoking,O
11588,habit,O
11589,were,O
11590,also,O
11591,studied,O
11592,.,O
11593,Intradermal,O
11594,skin,O
11595,testing,O
11596,with,O
11597,mixed,O
11598,spice,O
11599,dust,O
11600,allergen,O
11601,demonstrated,O
11602,positive,O
11603,skin,O
11604,reactions,O
11605,in,O
11606,73.3,O
11607,%,O
11608,of,O
11609,exposed,O
11610,and,O
11611,in,O
11612,33.3,O
11613,%,O
11614,of,O
11615,control,O
11616,workers,O
11617,(,O
11618,P,O
11619,less,O
11620,than,O
11621,0.001,O
11622,),O
11623,.,O
11624,Increased,O
11625,IgE,O
11626,serum,O
11627,levels,O
11628,were,O
11629,found,O
11630,in,O
11631,36.8,O
11632,%,O
11633,of,O
11634,exposed,O
11635,and,O
11636,in,O
11637,9.7,O
11638,%,O
11639,of,O
11640,the,O
11641,control,O
11642,workers,O
11643,(,O
11644,P,O
11645,less,O
11646,than,O
11647,0.01,O
11648,),O
11649,.,O
11650,The,O
11651,prevalence,O
11652,of,O
11653,chronic,O
11654,respiratory,O
11655,symptoms,O
11656,was,O
11657,significantly,O
11658,higher,O
11659,in,O
11660,the,O
11661,exposed,O
11662,workers,O
11663,than,O
11664,in,O
11665,the,O
11666,control,O
11667,workers,O
11668,(,O
11669,P,O
11670,less,O
11671,than,O
11672,0.01,O
11673,),O
11674,.,O
11675,There,O
11676,was,O
11677,",",O
11678,however,O
11679,",",O
11680,no,O
11681,consistent,O
11682,correlation,O
11683,between,O
11684,skin,O
11685,reactivity,O
11686,and,O
11687,chronic,O
11688,respiratory,O
11689,symptoms,O
11690,.,O
11691,There,O
11692,was,O
11693,a,O
11694,high,O
11695,prevalence,O
11696,of,O
11697,acute,O
11698,symptoms,O
11699,during,O
11700,the,O
11701,work,O
11702,shift,O
11703,.,O
11704,These,O
11705,complaints,O
11706,were,O
11707,more,O
11708,frequent,O
11709,in,O
11710,workers,O
11711,with,O
11712,positive,O
11713,skin,O
11714,tests,O
11715,for,O
11716,the,O
11717,symptoms,O
11718,of,O
11719,cough,O
11720,",",O
11721,chest,O
11722,tightness,O
11723,",",O
11724,and,O
11725,irritated,O
11726,and,O
11727,dry,O
11728,throat,O
11729,.,O
11730,Ventilatory,O
11731,capacity,O
11732,was,O
11733,measured,O
11734,by,O
11735,recording,O
11736,maximum,O
11737,expiratory,O
11738,flow,O
11739,-,O
11740,volume,O
11741,(,O
11742,MEFV,O
11743,),O
11744,curves,O
11745,.,O
11746,There,O
11747,were,O
11748,statistically,O
11749,significant,O
11750,mean,O
11751,reductions,O
11752,during,O
11753,the,O
11754,work,O
11755,shift,O
11756,for,O
11757,all,O
11758,measured,O
11759,lung,O
11760,function,O
11761,parameters,O
11762,in,O
11763,workers,O
11764,with,O
11765,positive,O
11766,skin,O
11767,reactions,O
11768,.,O
11769,In,O
11770,those,O
11771,workers,O
11772,with,O
11773,negative,O
11774,skin,O
11775,reactions,O
11776,only,O
11777,FEF50,O
11778,and,O
11779,FEF25,O
11780,reached,O
11781,statistical,O
11782,significance,O
11783,.,O
11784,Aqueous,O
11785,extracts,O
11786,of,O
11787,different,O
11788,spices,O
11789,(,O
11790,chilli,B-http://purl.bioontology.org/ontology/SNOMEDCT/227563001
11791,pepper,I-http://purl.bioontology.org/ontology/SNOMEDCT/227563001
11792,",",O
11793,paprika,B-http://purl.bioontology.org/ontology/SNOMEDCT/227408005
11794,",",O
11795,caraway,O
11796,",",O
11797,coriander,O
11798,leaves,O
11799,",",O
11800,coriander,O
11801,seeds,O
11802,",",O
11803,cinnamon,B-http://purl.bioontology.org/ontology/SNOMEDCT/227388008
11804,",",O
11805,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
11806,",",O
11807,onion,B-http://purl.bioontology.org/ontology/SNOMEDCT/735047000
11808,",",O
11809,curry,B-http://purl.bioontology.org/ontology/SNOMEDCT/227395004
11810,",",O
11811,and,O
11812,parsley,B-http://purl.bioontology.org/ontology/SNOMEDCT/735048005
11813,),O
11814,caused,O
11815,a,O
11816,dose,O
11817,-,O
11818,related,O
11819,contractile,O
11820,response,O
11821,of,O
11822,isolated,O
11823,guinea,O
11824,pig,O
11825,tracheal,O
11826,smooth,O
11827,muscle,O
11828,.,O
11829,These,O
11830,data,O
11831,suggest,O
11832,that,O
11833,immunologic,O
11834,reactions,O
11835,to,O
11836,spices,O
11837,are,O
11838,frequent,O
11839,in,O
11840,spice,O
11841,workers,O
11842,and,O
11843,may,O
11844,be,O
11845,related,O
11846,to,O
11847,acute,O
11848,symptoms,O
11849,and,O
11850,lung,O
11851,function,O
11852,changes,O
11853,",",O
11854,but,O
11855,not,O
11856,to,O
11857,chronic,O
11858,changes,O
11859,.,O
11860,The,O
11861,data,O
11862,further,O
11863,suggest,O
11864,that,O
11865,",",O
11866,in,O
11867,addition,O
11868,to,O
11869,any,O
11870,immunologic,O
11871,response,O
11872,these,O
11873,spices,O
11874,may,O
11875,produce,O
11876,in,O
11877,vivo,O
11878,",",O
11879,they,O
11880,probably,O
11881,also,O
11882,provoke,O
11883,direct,O
11884,irritant,O
11885,reactions,O
11886,in,O
11887,the,O
11888,airways,O
11889,as,O
11890,suggested,O
11891,by,O
11892,in,O
11893,vitro,O
11894,data,O
11895,.,O
11896,Pulses,O
11897,",",O
11898,including,O
11899,peas,O
11900,",",O
11901,are,O
11902,a,O
11903,good,O
11904,source,O
11905,of,O
11906,protein,O
11907,",",O
11908,dietary,O
11909,fiber,O
11910,",",O
11911,folic,O
11912,acid,O
11913,",",O
11914,and,O
11915,iron,O
11916,and,O
11917,are,O
11918,reported,O
11919,to,O
11920,reduce,O
11921,the,O
11922,risk,O
11923,for,O
11924,cardiovascular,O
11925,disease,O
11926,and,O
11927,diabetes,O
11928,.,O
11929,However,O
11930,",",O
11931,pulse,O
11932,ingredients,O
11933,present,O
11934,a,O
11935,known,O
11936,challenge,O
11937,as,O
11938,they,O
11939,exhibit,O
11940,a,O
11941,grassy,O
11942,/,O
11943,beany,O
11944,off,O
11945,-,O
11946,flavor,O
11947,.,O
11948,Heat,O
11949,treatment,O
11950,in,O
11951,some,O
11952,cases,O
11953,can,O
11954,decrease,O
11955,this,O
11956,off,O
11957,-,O
11958,flavor,O
11959,.,O
11960,The,O
11961,objective,O
11962,of,O
11963,this,O
11964,study,O
11965,was,O
11966,to,O
11967,determine,O
11968,the,O
11969,effect,O
11970,of,O
11971,substitution,O
11972,of,O
11973,20,O
11974,%,O
11975,split,B-http://purl.bioontology.org/ontology/SNOMEDCT/412194001;http://purl.bioontology.org/ontology/SNOMEDCT/16313001
11976,yellow,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
11977,pea,B-http://purl.bioontology.org/ontology/SNOMEDCT/735049002
11978,(,O
11979,SYP,O
11980,),O
11981,flour,B-http://purl.bioontology.org/ontology/SNOMEDCT/63766005
11982,treated,O
11983,by,O
11984,Revtech,O
11985,thermal,O
11986,processing,O
11987,at,O
11988,140,O
11989, ,O
11990,°,O
11991,C,O
11992,with,O
11993,10,O
11994,%,O
11995,steam,O
11996,(,O
11997,RT10,O
11998,%,O
11999,),O
12000,and,O
12001,without,O
12002,steam,O
12003,(,O
12004,RT0,O
12005,%,O
12006,),O
12007,for,O
12008,wheat,B-http://purl.bioontology.org/ontology/SNOMEDCT/229944000;http://purl.bioontology.org/ontology/SNOMEDCT/412071004;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
12009,flour,I-http://purl.bioontology.org/ontology/SNOMEDCT/229944000;http://purl.bioontology.org/ontology/SNOMEDCT/412071004;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
12010,in,O
12011,bread,B-http://purl.bioontology.org/ontology/SNOMEDCT/226559002
12012,on,O
12013,the,O
12014,sensory,O
12015,attributes,O
12016,",",O
12017,acceptability,O
12018,",",O
12019,nutrient,O
12020,composition,O
12021,",",O
12022,firmness,O
12023,",",O
12024,color,O
12025,",",O
12026,and,O
12027,pH.,O
12028,RT10,O
12029,%,O
12030,was,O
12031,more,O
12032,acceptable,O
12033,overall,O
12034,than,O
12035,bread,B-http://purl.bioontology.org/ontology/SNOMEDCT/226559002
12036,with,O
12037,untreated,O
12038,pea,B-http://purl.bioontology.org/ontology/SNOMEDCT/229944000;http://purl.bioontology.org/ontology/SNOMEDCT/412071004;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
12039,flour,I-http://purl.bioontology.org/ontology/SNOMEDCT/229944000;http://purl.bioontology.org/ontology/SNOMEDCT/412071004;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
12040,(,O
12041,USYP,O
12042,),O
12043,or,O
12044,RT0,O
12045,%,O
12046,as,O
12047,assessed,O
12048,by,O
12049,110,O
12050,consumers,O
12051,.,O
12052,Sensory,O
12053,attributes,O
12054,were,O
12055,defined,O
12056,and,O
12057,measured,O
12058,on,O
12059,15,O
12060,-,O
12061,cm,O
12062,line,O
12063,scales,O
12064,by,O
12065,an,O
12066,11,O
12067,member,O
12068,trained,O
12069,panel,O
12070,.,O
12071,Attributes,O
12072,associated,O
12073,with,O
12074,RT10,O
12075,%,O
12076,included,O
12077,wheaty,B-http://purl.bioontology.org/ontology/SNOMEDCT/412071004
12078,",",O
12079,sweet,O
12080,",",O
12081,and,O
12082,yeast,O
12083,aromas,O
12084,and,O
12085,wheaty,O
12086,flavor,O
12087,",",O
12088,whereas,O
12089,attributes,O
12090,associated,O
12091,with,O
12092,USYP,O
12093,and,O
12094,RT0,O
12095,%,O
12096,were,O
12097,pea,B-http://purl.bioontology.org/ontology/SNOMEDCT/260184002
12098,and,O
12099,nutty,O
12100,aroma,O
12101,and,O
12102,flavor,O
12103,.,O
12104,Although,O
12105,firmness,O
12106,and,O
12107,dryness,O
12108,were,O
12109,higher,O
12110,in,O
12111,RT10,O
12112,%,O
12113,",",O
12114,the,O
12115,acceptability,O
12116,of,O
12117,the,O
12118,bread,O
12119,texture,O
12120,was,O
12121,not,O
12122,affected,O
12123,.,O
12124,This,O
12125,sample,O
12126,contained,O
12127,significantly,O
12128,higher,O
12129,protein,O
12130,and,O
12131,lower,O
12132,carbohydrate,O
12133,than,O
12134,the,O
12135,wheat,O
12136,sample,O
12137,.,O
12138,PRACTICAL,O
12139,APPLICATION,O
12140,:,O
12141,Revtech,O
12142,(,O
12143,RT,O
12144,),O
12145,",",O
12146,a,O
12147,novel,O
12148,thermal,O
12149,process,O
12150,",",O
12151,when,O
12152,applied,O
12153,at,O
12154,140,O
12155, ,O
12156,°,O
12157,C,O
12158,with,O
12159,steam,O
12160,to,O
12161,split,B-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
12162,yellow,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
12163,pea,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
12164,(,O
12165,SYP,O
12166,),O
12167,flour,B-http://purl.bioontology.org/ontology/SNOMEDCT/63766005
12168,successfully,O
12169,increased,O
12170,the,O
12171,acceptability,O
12172,of,O
12173,white,B-http://purl.bioontology.org/ontology/SNOMEDCT/226590000;http://purl.bioontology.org/ontology/SNOMEDCT/226559002
12174,pan,I-http://purl.bioontology.org/ontology/SNOMEDCT/226590000;http://purl.bioontology.org/ontology/SNOMEDCT/226559002
12175,bread,I-http://purl.bioontology.org/ontology/SNOMEDCT/226590000;http://purl.bioontology.org/ontology/SNOMEDCT/226559002
12176,fortified,O
12177,at,O
12178,20,O
12179,%,O
12180,compared,O
12181,to,O
12182,bread,B-http://purl.bioontology.org/ontology/SNOMEDCT/226559002
12183,fortified,O
12184,with,O
12185,RT,O
12186,140,O
12187, ,O
12188,°,O
12189,C,O
12190,with,O
12191,no,O
12192,steam,O
12193,",",O
12194,and,O
12195,untreated,O
12196,SYP,O
12197,flours,O
12198,.,O
12199,This,O
12200,could,O
12201,be,O
12202,due,O
12203,to,O
12204,its,O
12205,association,O
12206,with,O
12207,wheaty,O
12208,aroma,O
12209,and,O
12210,flavor,O
12211,attributes,O
12212,rather,O
12213,than,O
12214,the,O
12215,pea,O
12216,aroma,O
12217,and,O
12218,flavor,O
12219,attributes,O
12220,of,O
12221,the,O
12222,other,O
12223,two,O
12224,breads,O
12225,.,O
12226,Sodium,O
12227,can,O
12228,be,O
12229,found,O
12230,in,O
12231,many,O
12232,sources,O
12233,of,O
12234,the,O
12235,US,O
12236,diet,O
12237,.,O
12238,Dietary,O
12239,guidelines,O
12240,currently,O
12241,suggest,O
12242,a,O
12243,maximum,O
12244,intake,O
12245,of,O
12246,"2,300",O
12247,mg,O
12248,of,O
12249,sodium,O
12250,(,O
12251,6,O
12252,g,O
12253,of,O
12254,sodium,O
12255,chloride,O
12256,),O
12257,per,O
12258,day,O
12259,",",O
12260,whereas,O
12261,the,O
12262,average,O
12263,consumer,O
12264,intake,O
12265,is,O
12266,"3,600",O
12267,mg,O
12268,of,O
12269,sodium,O
12270,(,O
12271,9,O
12272,g,O
12273,of,O
12274,sodium,O
12275,chloride,O
12276,),O
12277,per,O
12278,day,O
12279,.,O
12280,The,O
12281,main,O
12282,health,O
12283,concern,O
12284,with,O
12285,high,O
12286,consumption,O
12287,of,O
12288,sodium,O
12289,is,O
12290,hypertension,O
12291,.,O
12292,The,O
12293,objectives,O
12294,of,O
12295,this,O
12296,study,O
12297,were,O
12298,to,O
12299,identify,O
12300,the,O
12301,salty,O
12302,taste,O
12303,intensity,O
12304,of,O
12305,sodium,O
12306,chloride,O
12307,in,O
12308,water,O
12309,and,O
12310,various,O
12311,dairy,O
12312,food,O
12313,matrices,O
12314,",",O
12315,and,O
12316,to,O
12317,identify,O
12318,the,O
12319,just,O
12320,-,O
12321,noticeable,O
12322,difference,O
12323,in,O
12324,concentration,O
12325,at,O
12326,which,O
12327,consumers,O
12328,noticed,O
12329,a,O
12330,decrease,O
12331,in,O
12332,salty,O
12333,taste,O
12334,in,O
12335,these,O
12336,food,B-http://purl.bioontology.org/ontology/SNOMEDCT/255620007
12337,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/255620007
12338,.,O
12339,Solutions,O
12340,and,O
12341,food,O
12342,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/255620007
12343,(,O
12344,water,O
12345,",",O
12346,cheese,B-http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12347,sauce,I-http://purl.bioontology.org/ontology/SNOMEDCT/227536002;http://purl.bioontology.org/ontology/SNOMEDCT/734881000;http://purl.bioontology.org/ontology/SNOMEDCT/227519005
12348,",",O
12349,cottage,B-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12350,cheese,I-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12351,",",O
12352,and,O
12353,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12354,-,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12355,based,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12356,soup,I-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
12357,),O
12358,were,O
12359,prepared,O
12360,with,O
12361,sodium,O
12362,chloride,O
12363,ranging,O
12364,in,O
12365,concentration,O
12366,from,O
12367,0.008,O
12368,to,O
12369,0.06,O
12370,M.,O
12371,Seventeen,O
12372,panelists,O
12373,evaluated,O
12374,the,O
12375,salty,O
12376,intensity,O
12377,of,O
12378,each,O
12379,product,O
12380,in,O
12381,triplicate,O
12382,using,O
12383,a,O
12384,magnitude,O
12385,estimation,O
12386,scale,O
12387,.,O
12388,In,O
12389,subsequent,O
12390,tests,O
12391,",",O
12392,panelists,O
12393,(,O
12394,n=50,O
12395,),O
12396,evaluated,O
12397,salty,O
12398,intensity,O
12399,of,O
12400,these,O
12401,food,B-http://purl.bioontology.org/ontology/SNOMEDCT/255620007
12402,products,I-http://purl.bioontology.org/ontology/SNOMEDCT/255620007
12403,in,O
12404,separate,O
12405,sessions,O
12406,using,O
12407,an,O
12408,ascending,O
12409,force,O
12410,choice,O
12411,method,O
12412,to,O
12413,determine,O
12414,the,O
12415,just,O
12416,-,O
12417,noticeable,O
12418,difference,O
12419,.,O
12420,Consumer,O
12421,acceptance,O
12422,tests,O
12423,(,O
12424,n=75,O
12425,consumers,O
12426,),O
12427,were,O
12428,conducted,O
12429,with,O
12430,cottage,B-http://purl.bioontology.org/ontology/SNOMEDCT/226814003;http://purl.bioontology.org/ontology/SNOMEDCT/102264005
12431,cheeses,O
12432,with,O
12433,and,O
12434,without,O
12435,sodium,O
12436,reductions,O
12437,and,O
12438,under,O
12439,conditions,O
12440,with,O
12441,and,O
12442,without,O
12443,health,O
12444,benefits,O
12445,of,O
12446,sodium,O
12447,reduction,O
12448,.,O
12449,The,O
12450,magnitude,O
12451,estimation,O
12452,scale,O
12453,data,O
12454,were,O
12455,log,O
12456,-,O
12457,transformed,O
12458,",",O
12459,and,O
12460,all,O
12461,data,O
12462,were,O
12463,analyzed,O
12464,by,O
12465,ANOVA,O
12466,with,O
12467,Fisher,O
12468,'s,O
12469,least,O
12470,significant,O
12471,difference,O
12472,for,O
12473,means,O
12474,separation,O
12475,.,O
12476,The,O
12477,linear,O
12478,proportion,O
12479,of,O
12480,the,O
12481,power,O
12482,function,O
12483,in,O
12484,the,O
12485,salty,O
12486,taste,O
12487,intensity,O
12488,curve,O
12489,for,O
12490,sodium,O
12491,chloride,O
12492,solutions,O
12493,and,O
12494,the,O
12495,3,O
12496,foods,O
12497,was,O
12498,between,O
12499,0.03,O
12500,and,O
12501,0.20,O
12502,M.,O
12503,Consumers,O
12504,were,O
12505,able,O
12506,to,O
12507,notice,O
12508,and,O
12509,correctly,O
12510,identify,O
12511,reductions,O
12512,in,O
12513,salt,O
12514,concentration,O
12515,of,O
12516,less,O
12517,than,O
12518,20,O
12519,%,O
12520,in,O
12521,all,O
